TestId,Date,Time,Code,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
CjgHhEqCcbAT39FtVz5H,5/22/2024,9:58:35,BASEB28,NA,Countermovement Jump,,,940.151,0.3619,255.3613,-0.2829,9576.1589,-8430.6098,2385,253.6827,1777,189.0122,2384,253.5763,1953.3439,207.7692,2386,253.789,0.308,43.2584,0.151,21.2079,0.253,35.5337,0.555,0.712,125.6347,257.5163,762.972,383.151,2.0497,-0.8635,-1.3239,1.6308,2.6646,2.7857,-1367.9749,-14.2741,-1836.9698,-19.1679,2882.8175,30.0807,52.2875,5011.0219,2.5168,1222,1162,6.5342,946.5563,830.4437,2.5147,1223,1163,1.0595,987.0198,966.3241,4.1494,4986.755,4589.404,12.2762,2.1039,N/A,-5546.6133,3490,1765.0115,371.217,-2.3496,1704,1786,3.0928,909.8,855.2115,N/A,0.7795,0.5082,267.5975,2.7922,1.3109,495.3745,5.169,2.6871
w8Zust8hKcKqzdPyYXSc,5/15/2024,10:01:09,BASEB28,NA,Countermovement Jump,,,917.848,0.3621,249.3881,-0.2854,9936.1702,-8146.3945,2325,253.3099,1837.8369,200.2332,2323,253.092,1952.4463,212.72,2341,255.0531,0.326,45.9803,0.141,19.8872,0.242,34.1326,0.578,0.709,129.0094,251.5188,732.064,380.5282,1.9496,-0.8766,-1.3921,1.6232,2.6655,2.7743,-1447.4978,-15.4709,-2022.9826,-21.6217,2868.3193,30.6567,53.383,4994.6458,0.8179,1171,1152,-2.8476,892.7518,945.0851,0.8116,1180,1161,0.7573,983.6157,968.8306,10.4925,5489.3617,4446.8085,-5.6063,1.5099,N/A,-5136.358,3627,1423.768,395.1635,-7.0306,1686,1941,-2.9938,690.5719,733.1961,N/A,0.8152,0.5107,258.426,2.7621,1.3789,473.638,5.0623,2.6882
lnvo4r2vf9pTydZOsTaK,5/13/2024,13:16:38,BASEB28,NA,Countermovement Jump,,,925.094,0.3732,255.1824,-0.3178,9922.0779,-7705.5355,2449,264.7299,1831.3831,197.9672,2449,264.7299,1896.3042,204.985,2450,264.838,0.314,42.9549,0.154,21.067,0.263,35.9781,0.581,0.731,138.7945,256.6323,781.191,395.4268,1.849,-0.9535,-1.4779,1.659,2.706,2.8086,-1550.7842,-16.445,-2072.5739,-21.9783,2852.167,30.2453,51.4206,4849.0169,1.1025,1238,1211,3.2716,945.6494,885.7338,1.2245,1240,1210,1.088,958.4677,937.8365,4.9738,5207.7922,4714.2857,6.3261,2.1564,N/A,-5226.6023,3423,1551.3885,370.0165,-11.4227,1516,1907,9.7767,851.5318,699.8567,N/A,0.7948,0.5106,281.259,2.9826,1.4718,499.932,5.3014,2.7214
lFkb829AUhT8JTe3ZE31,5/13/2024,13:16:29,BASEB28,NA,Countermovement Jump,,,925.684,0.3668,253.1477,-0.3135,8789.8089,-7368.0437,2310,249.5452,1775.3057,191.7831,2309,249.4372,1899.6169,205.2122,2311,249.6532,0.345,45.2163,0.157,20.5767,0.261,34.2071,0.574,0.763,132.6936,255.332,774.9615,388.0256,1.9242,-0.9058,-1.4199,1.6053,2.6828,2.7801,-1444.3376,-15.3065,-2018.3146,-21.3892,2791.681,29.585,51.841,4891.7776,6.453,1229,1080,-2.4774,865.6624,909.6433,6.534,1231,1080,4.1783,989.4943,910.1226,36.087,5980.8917,2808.9172,-5.0165,8.0304,N/A,-4979.4712,4628,1561.8968,499.9546,1.3829,2346,2282,7.0757,836.2063,725.6905,N/A,0.7523,0.4808,278.026,2.9464,1.4062,496.9355,5.2663,2.7059
SCRVcSUgg5ZNhVnI4dja,5/8/2024,15:18:10,BASEB28,NA,Countermovement Jump,,,916.584,0.3649,250.0133,-0.3035,12664.1221,-8464.7521,2569,280.2798,2011.229,219.4266,2578,281.2617,1937.2367,211.354,2565,279.8434,0.309,45.1095,0.131,19.1241,0.245,35.7664,0.587,0.685,142.559,251.3284,738.523,393.8874,1.763,-0.96,-1.5305,1.6668,2.6758,2.7852,-1715.192,-18.3573,-2373.1308,-25.3991,2897.932,31.0159,52.2386,4880.8418,-0.1552,1287,1291,1.429,1019.9847,991.2443,-0.1949,1280,1285,-1.4603,954.4735,982.7633,-0.0603,6328.2443,6335.8779,2.827,-2.8663,1280,-5020.6927,3695,1137.1273,403.1273,-2.4087,1803,1892,-7.3871,526.5633,610.5641,-13.7648,0.8569,0.5328,262.6315,2.8109,1.5258,475.8915,5.0934,2.6899
V2hfjExEg201IzeqxKFx,5/8/2024,15:18:01,BASEB28,NA,Countermovement Jump,,,915.36,0.3711,251.7745,-0.2822,11852.9412,-8971.7393,2532,276.6125,1934.4485,211.332,2534,276.831,1980.7468,216.3899,2532,276.6125,0.323,46.408,0.136,19.5402,0.237,34.0517,0.586,0.696,137.7785,253.7487,732.9565,391.5272,1.8417,-0.9428,-1.4882,1.6824,2.6983,2.8213,-1622.7979,-17.3917,-2250.8433,-24.1225,2978.358,31.9193,54.9721,5129.3836,2.9203,1304,1230,4.3731,1009.5221,924.9265,3.0016,1304,1228,3.8951,1028.9494,951.7975,1.4888,6014.7059,5838.2353,8.3946,7.4876,N/A,-1.3935,3723,890.5799,406.7252,1.155,1883,1840,-16.2795,372.7989,517.7811,N/A,0.842,0.5332,262.2675,2.8107,1.4766,470.689,5.0444,2.7194
N9xTukgMmYWT6naX55eZ,5/3/2024,14:00:18,BASEB28,NA,Countermovement Jump,,,925.497,0.3577,249.939,-0.2677,10722.2222,-9207.7005,2465,266.3434,1795.75,194.0309,2463,266.1273,2016.8217,217.9177,2470,266.8836,0.323,46.3415,0.144,20.66,0.23,32.9986,0.576,0.697,124.5359,252.2182,722.89,376.7541,2.0253,-0.8654,-1.3348,1.6161,2.6493,2.7544,-1384.5357,-14.6757,-1826.2989,-19.3582,2940.4394,31.1678,53.9408,5088.894,1.421,1249,1214,5.2531,945.0417,850.7083,1.3765,1252,1218,1.21,1020.613,996.2087,-4.7927,5104.1667,5618.0556,10.0355,2.3865,N/A,-4851.7409,3838,1856.9115,414.6961,4.5857,2007,1831,10.1366,1022.57,834.3415,N/A,0.8264,0.5132,257.8075,2.7327,1.32,465.0825,4.9297,2.6734
BWDVkgNKuuAcE0efuziC,5/3/2024,14:00:11,BASEB28,NA,Countermovement Jump,,,926.243,0.3585,250.4047,-0.2584,10419.5804,-9353.6181,2417,260.9466,1780.4406,192.2218,2411,260.2989,2042.7778,220.5445,2465,266.1289,0.369,50.0678,0.143,19.403,0.225,30.5292,0.564,0.737,121.3978,252.4133,714.6685,373.8111,2.0792,-0.8364,-1.2976,1.6325,2.6521,2.7786,-1330.5215,-14.0918,-1835.2619,-19.4376,2993.2033,31.7015,55.9093,5278.856,5.0187,1266,1145,6.7497,950.3077,830.1329,4.3408,1286,1179,1.652,1038.2622,1004.5156,0,5209.7902,5209.7902,12.682,3.2727,N/A,-5060.5127,3906,1808.5167,421.7036,-30.2099,1363,2543,1.4985,917.8086,890.7081,N/A,0.7653,0.4864,253.8505,2.6886,1.2857,460.818,4.8806,2.6734
ULAVz8xCz02nXdzLRdOc,5/1/2024,12:04:51,BASEB28,NA,Countermovement Jump,,,914.368,0.3519,244.9031,-0.2344,11325.7576,-10258.1663,2405,263.0232,1801.9545,197.071,2405,263.0232,2031.7854,222.2065,2410,263.57,0.329,48.3824,0.132,19.4118,0.219,32.2059,0.566,0.68,116.4054,245.9009,683.2495,362.3063,2.1125,-0.806,-1.2502,1.5959,2.6275,2.7277,-1288.7931,-13.8271,-1742.8884,-18.699,2933.7655,31.4756,54.3559,5066.3913,1.3721,1219,1186,7.935,972.4697,829.4848,1.4938,1223,1187,-0.1243,1014.6301,1017.1553,-9.5652,5121.2121,6204.5455,14.7995,-0.2344,N/A,-5765.8373,4061,1547.9948,444.1319,-5.5405,1918,2143,10.9051,858.4028,689.5921,N/A,0.8324,0.5175,237.102,2.5438,1.2489,446.1475,4.7866,2.6382
z7t48gXJKSD907hIYAhg,4/26/2024,15:12:34,BASEB28,NA,Countermovement Jump,,,930.352,0.3772,258.0003,-0.2933,10489.5105,-8284.3097,2430,261.1915,1847.7273,198.6052,2429,261.084,1977.0081,212.5011,2433,261.5139,0.363,48.2072,0.143,18.9907,0.247,32.8021,0.59,0.753,130.4272,259.7226,752.987,390.1497,1.9913,-0.8856,-1.384,1.6502,2.7205,2.8225,-1459.0764,-15.3851,-1985.4994,-20.9359,2961.1188,31.2232,53.7321,5095.7992,-1.6056,1195,1234,-5.5691,872.4126,975.3147,-1.4386,1199,1234,0.9549,997.9433,979.0648,17.6,6167.8322,4321.6783,-10.6709,1.8733,N/A,-5149.7863,4704,1551.0334,505.6151,20.1105,2825,1879,18.6173,919.8967,631.1367,N/A,0.7835,0.5009,263.4675,2.7781,1.3753,489.5195,5.1617,2.7386
mreqZQ70OtuJo18a8Rtm,4/23/2024,15:26:51,BASEB28,NA,Countermovement Jump,,,921.019,0.3644,251.0298,-0.2826,10027.5862,-8401.0001,2374,257.758,1806.2897,196.1186,2374,257.758,1968.5167,213.7325,2385,258.9523,0.282,42.2789,0.145,21.7391,0.24,35.982,0.578,0.667,127.6277,252.5699,734.79,380.1977,1.979,-0.8717,-1.3664,1.6214,2.6738,2.7854,-1407.2643,-14.9891,-1865.1486,-19.8662,2896.6926,30.8534,54.1801,5086.7337,2.1061,1212,1162,5.6775,954.4207,851.869,1.3836,1209,1176,-0.1058,983.2167,985.3,-1.6506,4931.0345,5096.5517,10.7808,-0.1934,N/A,-5034.4207,4726,1727.7873,513.1273,1.1426,2390,2336,-0.6285,858.4642,869.3231,N/A,0.8666,0.5463,261.1755,2.7818,1.3594,473.6145,5.0446,2.6902
GvBrpGhLuspCMSvs9lEl,4/19/2024,15:01:55,BASEB28,NA,Countermovement Jump,,,927.054,0.3793,257.8116,-0.3079,8431.1377,-7568.05,2330,251.3338,1719.2216,185.45,2330,251.3338,1938.3569,209.0878,2333,251.6574,0.335,44.2536,0.167,22.0608,0.255,33.6856,0.572,0.757,131.581,259.0297,781.8275,390.6107,1.9686,-0.9026,-1.3959,1.6315,2.7281,2.8284,-1388.0074,-14.6878,-1839.659,-19.4671,2896.5155,30.6507,53.9863,5101.7508,2.8326,1198,1132,1.855,875.5569,843.6647,2.8718,1200,1133,2.4879,993.2902,945.0667,7.3864,4526.9461,3904.1916,3.6164,4.858,N/A,-4934.053,4531,1415.4978,488.7525,0.5959,2279,2252,9.6025,775.7102,639.7877,N/A,0.7556,0.5011,286.399,3.0306,1.3924,495.4285,5.2426,2.741
4zEJmVJTGW6eBUkzw3U1,4/16/2024,15:28:07,BASEB28,NA,Countermovement Jump,,,915.46,0.3738,252.7135,-0.2693,10492.9577,-8943.0367,2408,263.0372,1791.3873,195.6817,2408,263.0372,2018.1528,220.4523,2419,264.2387,0.372,50.0673,0.142,19.1117,0.229,30.821,0.59,0.743,123.6272,253.7072,716.97,377.3343,2.0522,-0.8578,-1.3259,1.6365,2.7081,2.8087,-1362.9132,-14.6049,-1844.446,-19.7649,2997.7429,32.1236,56.0481,5230.3555,3.9037,1251,1157,4.0904,932.331,859.0563,3.6792,1254,1165,2.7097,1036.4192,981.7336,8.8591,5711.2676,4781.6901,7.8334,5.2863,N/A,-5282.0433,4477,1841.805,489.0438,4.2662,2334,2143,2.6724,945.5125,896.2925,N/A,0.7941,0.5031,253.6225,2.7178,1.3248,463.3475,4.9652,2.7187
5ON5z7QpzztcgZdLGT1u,4/11/2024,15:26:38,BASEB28,NA,Countermovement Jump,,,926.782,0.3664,253.3046,-0.3034,9503.268,-7861.3008,2385,257.3421,1814.7516,195.8121,2385,257.3421,1941.668,209.5064,2388,257.6658,0.318,44.1054,0.153,21.2205,0.25,34.6741,0.58,0.721,135.1239,254.901,763.518,390.0249,1.8864,-0.9242,-1.4376,1.6255,2.6812,2.7876,-1494.6431,-15.8208,-1986.402,-21.0261,2869.7821,30.3767,53.2329,5029.0802,-2.6415,1161,1224,-4.6766,864.9412,949.8105,-2.6801,1162,1226,-2.2362,949.124,992.544,4.5392,4967.3203,4535.9477,-8.9808,-4.3629,N/A,-4684.4861,3108,1469.6735,335.3539,-32.4324,1050,2058,14.0057,837.7559,631.9176,N/A,0.8044,0.5082,276.9215,2.9312,1.4303,486.5965,5.1506,2.6981
iYdpm0ZzgY8YS4l7p9Sv,4/8/2024,15:33:40,BASEB28,NA,Countermovement Jump,,,922.016,0.3813,257.0766,-0.2621,8409.9379,-8680.2795,2275,246.7419,1633.3106,177.1456,2272,246.4165,2037.1385,220.9439,2314,250.9718,0.338,46.3014,0.161,22.0548,0.231,31.6438,0.586,0.73,113.8349,258.7153,733.9805,372.5502,2.2727,-0.816,-1.2191,1.6155,2.7352,2.834,-1186.1705,-12.6205,-1600.7961,-17.032,3016.8939,32.0989,57.1021,5366.8716,0.6162,1143,1129,-4.5075,779.8447,853.4658,1.4693,1174,1140,0.993,1028.684,1008.4545,9.6012,4608.6957,3801.2422,-8.6934,1.9673,N/A,-5098.0314,4140,1450.3205,449.0161,4.4444,2162,1978,-6.4609,678.3086,772.0119,N/A,0.8027,0.5224,262.2795,2.7906,1.2112,471.701,5.0188,2.7527
GwMDR0tns0IGQkcvp2eK,4/4/2024,15:28:09,BASEB28,NA,Countermovement Jump,,,915.742,0.3742,252.9425,-0.2646,10811.1888,-9283.5829,2456,268.1978,1767.993,193.0667,2456,268.1978,2034.5575,222.1758,2463,268.9622,0.327,46.9828,0.143,20.546,0.226,32.4713,0.578,0.696,121.0909,254.0583,713.058,375.1492,2.0981,-0.8569,-1.2998,1.6405,2.7097,2.8022,-1336.0712,-14.3128,-1742.6744,-18.6686,3023.9672,32.3946,55.6494,5194.7531,1.3844,1245,1211,1.0399,893.1888,874.8042,1.7458,1253,1210,1.0309,1027.7655,1006.792,1.423,5482.5175,5328.6713,2.0569,2.0405,N/A,-5792.2347,3776,1677.9862,412.3432,2.6483,1938,1838,1.3593,850.3976,827.5886,N/A,0.8305,0.5377,252.042,2.7,1.2972,461.016,4.9387,2.7216
q6xqwHAqi4tMd3u6ZOd2,3/26/2024,15:33:17,BASEB28,NA,Countermovement Jump,,,919.199,0.3803,255.9515,-0.3016,10586.9565,-7917.1628,2388,259.7914,1914.4275,208.2713,2388,259.7914,1950.1694,212.1596,2399,260.9881,0.388,50.1292,0.138,17.8295,0.248,32.0413,0.572,0.774,136.6025,256.8621,748.2755,393.4647,1.8804,-0.9014,-1.4579,1.6575,2.7316,2.835,-1550.1822,-16.5441,-2213.389,-23.622,2938.1615,31.357,54.5943,5115.4946,2.4288,1223,1165,2.9869,985.8043,928.6232,1.9591,1223,1176,1.1653,986.4476,963.7218,11.5674,5905.7971,4681.1594,5.754,2.3142,N/A,-5491.9909,3972,1369.2302,432.1154,3.6757,2059,1913,8.9594,745.9525,623.2777,N/A,0.739,0.4914,263.452,2.8116,1.4579,484.8235,5.1742,2.7413
C11qYIUTKL1VuFGCZbZx,3/21/2024,15:21:34,BASEB28,NA,Countermovement Jump,,,914.679,0.3847,256.1614,-0.3064,8572.327,-7441.0407,2280,249.2678,1743.1384,190.5738,2280,249.2678,1927.1067,210.6867,2302,251.673,0.408,49.7561,0.159,19.3902,0.253,30.8537,0.577,0.82,131.037,257.2682,765.153,388.3053,1.9633,-0.8975,-1.4077,1.643,2.7473,2.8557,-1401.9794,-15.0363,-1893.6164,-20.3092,2898.5659,31.0873,55.6642,5190.0952,2.8947,1173,1107,-0.0566,871.0755,872.0629,2.172,1176,1126,1.7319,980.2411,946.8656,7.5569,4610.0629,3962.2642,-0.1504,3.4165,N/A,-4330.7652,4016,1359.749,439.0611,-20.1195,1604,2412,-8.2831,623.5601,736.1889,N/A,0.7037,0.4692,276.471,2.9652,1.4054,488.682,5.2412,2.7592
BwqrL4UPH9zVX14vqxrS,3/19/2024,15:28:34,BASEB28,NA,Countermovement Jump,,,912.724,0.39,257.3639,-0.2959,9058.8235,-7769.0912,2299,251.8834,1731.3987,189.6958,2295,251.4451,1945.628,213.1672,2321,254.2937,0.339,45.6873,0.153,20.6199,0.25,33.6927,0.588,0.742,124.5587,259.36,751.7465,383.9187,2.0822,-0.8715,-1.3507,1.6523,2.7662,2.8742,-1350.1336,-14.5113,-1812.8,-19.4841,2936.9164,31.5661,56.8986,5293.8584,5.7952,1214,1081,1.1529,875.6797,855.719,5.9888,1230,1091,5.7378,1028.632,916.996,15.1515,5215.6863,3843.1373,2.2088,10.8429,N/A,-5234.279,3253,1360.236,356.4057,60.7132,2614,639,15.7992,787.5712,572.6648,N/A,0.7925,0.5256,264.2055,2.8397,1.3388,487.541,5.2401,2.7876
41xVZCLoevpJeMQCUc5a,3/14/2024,12:33:32,BASEB28,NA,Countermovement Jump,,,915.308,0.3581,247.3058,-0.2921,10949.2754,-8305.0728,2426,265.0474,1887.8478,206.2527,2432,265.7029,1921.0244,209.8774,2424,264.8289,0.367,48.8682,0.138,18.3755,0.246,32.7563,0.569,0.751,133.4465,248.6017,733.5265,382.0482,1.8629,-0.9079,-1.4346,1.6291,2.6506,2.7514,-1526.7869,-16.3636,-2101.8009,-22.5265,2828.3121,30.313,51.2833,4784.919,1.0691,1229,1203,-0.4648,939.5362,948.3116,1.1551,1226,1198,0.7859,968.061,952.9634,7.7432,5898.5507,5050.7246,-0.9723,1.5683,N/A,-5058.1734,3115,1792.343,340.3226,-6.7095,1453,1662,6.8192,957.2829,835.0601,N/A,0.7577,0.4768,259.759,2.784,1.4302,473.7675,5.0777,2.6644
Eu3AhuGlUBZ7nmKrOJ6c,3/14/2024,12:33:27,BASEB28,NA,Countermovement Jump,,,914.196,0.3696,250.9523,-0.2735,10340.5797,-8581.4654,2347,256.7283,1828.0652,199.9643,2344,256.4002,1985.0936,217.1409,2378,260.1193,0.293,43.994,0.138,20.7207,0.235,35.2853,0.568,0.666,125.391,252.8199,719.206,378.2109,2.0163,-0.8495,-1.356,1.6248,2.6929,2.7914,-1397.4428,-14.9956,-1946.6893,-20.8894,2928.4298,31.4242,54.8439,5110.9185,5.5461,1237,1107,5.4588,963.9275,864.1377,4.7098,1245,1133,1.8515,1010.9234,974.1702,17.8697,6094.2029,4246.3768,10.2891,3.6647,N/A,-6042.0629,3946,1390.47,431.6361,8.667,2144,1802,-2.6078,677.1045,713.3656,N/A,0.8529,0.555,251.55,2.6993,1.3455,467.656,5.0183,2.7129
tUhcs12d3a6xtbyEoi7t,3/5/2024,15:21:17,BASEB28,NA,Countermovement Jump,,,913.639,0.3995,260.7513,-0.2856,12058.3942,-8951.5749,2557,279.8698,1928.5839,211.0882,2558,279.9793,2036.309,222.879,2557,279.8698,0.373,50.2019,0.137,18.4388,0.233,31.3594,0.607,0.743,138.213,262.8406,739.1,401.0536,1.9017,-0.9651,-1.4971,1.6891,2.7998,2.8906,-1643.6049,-17.6478,-2268.2403,-24.3547,3115.2383,33.4492,57.6971,5373.5279,1.1728,1294,1264,0.38,967.9562,960.6277,1.1341,1293,1264,1.1634,1030,1006.309,4.6005,6306.5693,5751.8248,0.729,2.3025,N/A,-5405.2055,4011,1542.3284,439.0137,0.4238,2014,1997,6.5864,821.9559,720.3725,N/A,0.817,0.5377,263.3815,2.828,1.484,475.7185,5.1079,2.8222
ZcUeFNMNcwIkDhpabhSa,3/5/2024,15:21:10,BASEB28,NA,Countermovement Jump,,,915.062,0.4139,265.8201,-0.2944,10219.1781,-8189.9257,2411,263.4794,1810.0548,197.8068,2417,264.1351,2026.3598,221.4451,2410,263.3701,0.403,51.1421,0.146,18.5279,0.239,30.3299,0.605,0.788,129.9154,266.7882,749.0025,396.7036,2.0536,-0.9216,-1.3936,1.6937,2.8497,2.9444,-1463.793,-15.6927,-2033.751,-21.803,3139.9817,33.6624,59.4783,5548.0418,1.6963,1229,1188,1.083,914.8288,895.226,1.8257,1227,1183,1.7427,1030.8368,995.523,2.815,5253.4247,4965.7534,2.1344,3.4259,N/A,-5949.9107,4760,1239.8921,520.1833,-18.7815,1933,2827,-6.9492,576.8645,663.0276,N/A,0.7678,0.5253,263.5145,2.825,1.3928,485.488,5.2047,2.8601
6ePJD340bBCYOs6dEEeg,2/29/2024,15:30:04,BASEB28,NA,Countermovement Jump,,,930.293,0.3847,260.5298,-0.2869,9281.0458,-8184.2225,2348,252.3936,1793.5359,192.7926,2348,252.3936,1997.5738,214.7252,2367,254.436,0.295,42.6301,0.153,22.1098,0.244,35.2601,0.574,0.692,131.3597,261.566,762.252,392.9257,1.9912,-0.8763,-1.3868,1.6352,2.7473,2.8365,-1411.2185,-14.8814,-1969.8373,-20.7721,2993.0488,31.5619,55.2136,5235.9675,-0.6814,1166,1182,-5.0169,851.7778,941.7582,-0.8872,1173,1194,1.4399,1013.168,984.4057,6.4789,4941.1765,4339.8693,-9.6071,2.8229,N/A,-6394.5409,3646,1116.4258,391.9195,19.5283,2179,1467,9.8467,613.1786,503.2471,N/A,0.8295,0.5559,273.6945,2.8861,1.3852,488.5575,5.1519,2.7582
el1AJ7pTKoI1W8SBmeKA,2/27/2024,15:23:30,BASEB28,NA,Countermovement Jump,,,916.715,0.3754,253.6062,-0.2773,12320.6107,-9129.8738,2532,276.2036,1954.2748,213.1824,2533,276.3127,2003.3291,218.5335,2533,276.3127,0.288,44.1041,0.131,20.0613,0.234,35.8346,0.579,0.653,135.1008,255.5187,725.2205,390.6195,1.8913,-0.9161,-1.4567,1.6558,2.7139,2.8168,-1596.665,-17.0863,-2227.4846,-23.8369,2993.8402,32.0378,55.4487,5181.51,1.9345,1291,1242,3.1725,1008.1374,946.1374,2.0134,1292,1241,0.4955,1006.6282,996.7009,1.7348,6267.1756,6053.4351,6.1577,1.0004,N/A,-5908.968,3694,1300.1785,402.9606,-22.0899,1439,2255,13.8312,740.0042,560.1743,N/A,0.8867,0.5749,255.1905,2.7309,1.4457,470.03,5.0299,2.7344
OvMyotIKzoxScOXirqrO,2/27/2024,15:23:23,BASEB28,NA,Countermovement Jump,,,916.51,0.3934,259.5732,-0.266,12100,-9371.234,2493,272.0101,1896.2308,206.8969,2494,272.1192,2079.2768,226.869,2497,272.4466,0.318,47.3214,0.13,19.3452,0.224,33.3333,0.584,0.672,126.5677,261.6863,712.6985,388.254,2.0676,-0.8829,-1.3679,1.6697,2.7784,2.868,-1481.614,-15.8587,-2045.3601,-21.8928,3145.7015,33.6705,57.9262,5411.8151,2.8067,1282,1212,1.6267,963.5385,932.6923,2.6832,1282,1215,2.5627,1066.2813,1012.9955,5.1494,6361.5385,5738.4615,3.1784,4.9998,N/A,-6567.8108,4019,1254.2273,438.5113,-17.89,1650,2369,2.5336,643.0023,611.2249,N/A,0.869,0.5855,245.714,2.63,1.3547,466.9845,4.9984,2.801
DkfYC4Dq77NfjOO5vh7f,2/20/2024,15:24:21,BASEB28,NA,Countermovement Jump,,,918.723,0.3592,248.6259,-0.2743,8980.7692,-8453.7398,2319,252.4156,1731.8205,188.503,2319,252.4156,1956.5542,212.9645,2331,253.7217,0.331,45.5296,0.156,21.458,0.24,33.0124,0.553,0.727,126.1357,250.225,740.175,376.3607,1.9838,-0.8683,-1.3544,1.6026,2.6548,2.7571,-1348.3122,-14.3971,-1836.0869,-19.6055,2852.531,30.4589,53.0842,4971.4206,1.9405,1182,1137,4.1079,901.4808,830.3397,1.8447,1187,1144,-0.2996,975.3458,981.2083,2.3555,4596.1538,4384.6154,7.9002,-0.584,N/A,-5999.6728,3985,1278.7847,433.7542,-1.8319,1956,2029,4.0331,665.1798,613.6049,N/A,0.7607,0.4941,269.4565,2.8772,1.3469,470.7185,5.0263,2.6719
39hEnuiB9td8jco0TSx1,2/20/2024,15:24:15,BASEB28,NA,Countermovement Jump,,,918.815,0.3793,255.5118,-0.2953,8047.3373,-7733.3323,2284,248.5811,1634.2899,177.8693,2282,248.3634,1928.7992,209.9225,2298,250.1048,0.417,49.6429,0.169,20.119,0.254,30.2381,0.573,0.84,120.2308,257.6645,766.554,377.8953,2.1431,-0.8798,-1.2971,1.6393,2.728,2.848,-1274.5581,-13.6082,-1647.8314,-17.5936,2883.2361,30.7837,55.4128,5190.0208,-1.3146,1126,1156,0.4913,821.1598,813.1302,-0.8703,1139,1159,0.6285,970.4606,958.3386,-1.7647,3952.6627,4094.6746,0.9878,1.2352,N/A,-5976.7051,3399,1242.7284,369.933,-8.0906,1562,1837,19.8628,744.7848,497.9436,N/A,0.6821,0.4516,275.5105,2.9416,1.2837,491.0435,5.2428,2.751
WRuWNqoH40ZTotmPwxkg,2/15/2024,15:15:43,BASEB28,NA,Countermovement Jump,,,917.121,0.3807,255.5054,-0.3198,8469.1358,-7157.0815,2289,249.5854,1714.1975,186.9107,2288,249.4764,1879.7519,204.9623,2290,249.6944,0.337,44.0523,0.162,21.1765,0.266,34.7712,0.568,0.765,128.4359,257.1888,778.1525,385.6247,2.0025,-0.9046,-1.3823,1.6225,2.733,2.8335,-1380.9665,-14.7715,-1842.076,-19.7038,2805.2523,30.0064,54.0454,5052.6147,-1.3986,1128,1160,-5.6514,808.6605,905.537,-1.2227,1131,1159,-0.4016,936.1015,943.6504,13.5569,4808.642,3660.4938,-10.7839,-0.8021,N/A,-5343.1333,3198,1258.3596,348.6999,-18.1989,1308,1890,10.562,695.6341,562.7256,N/A,0.7425,0.4977,277.0095,2.963,1.3738,501.143,5.3605,2.751
eg2SYY9ThlhgzPCTIshZ,2/13/2024,15:32:33,BASEB28,NA,Countermovement Jump,,,911.39,0.3744,251.7862,-0.2849,8054.2169,-7918.2882,2256,247.534,1642.506,180.2199,2252,247.0951,1921.164,210.7949,2271,249.1798,0.299,41.8182,0.166,23.2168,0.25,34.965,0.583,0.715,120.6883,253.5505,753.377,374.2388,2.1009,-0.8497,-1.3086,1.6152,2.7102,2.8117,-1253.6507,-13.494,-1621.6463,-17.455,2841.7043,30.5875,54.4267,5056.4651,0.0888,1127,1125,-1.5353,808.6446,833.8614,-0.7486,1127,1144,-0.2709,957.98,963.184,5.1608,4234.9398,3819.2771,-3.0565,-0.5357,N/A,-6470.342,3831,1243.3949,420.3469,7.5959,2061,1770,12.8672,701.6928,541.7021,N/A,0.8154,0.5236,271.979,2.9275,1.2991,481.398,5.1817,2.7292
